x,y
0.024976000000003752,0.024976000000003752
0.0749760000000009,0.024976000000003752
0.12497600000000517,0.024976000000003752
0.17497600000000232,0.024976000000003752
0.2249760000000066,0.024976000000003752
0.2749760000000038,0.024976000000003752
0.32497600000000093,0.024976000000003752
0.3749760000000052,0.024976000000003752
0.42497600000000235,0.024976000000003752
0.4749760000000066,0.024976000000003752
0.5249760000000038,0.024976000000003752
0.5749760000000009,0.024976000000003752
0.6249760000000052,0.024976000000003752
0.6749760000000024,0.024976000000003752
0.7249760000000066,0.024976000000003752
0.7749760000000038,0.024976000000003752
0.8249760000000009,0.024976000000003752
0.8749760000000052,0.024976000000003752
0.9249760000000024,0.024976000000003752
0.9749760000000066,0.024976000000003752
1.0249760000000037,0.024976000000003752
1.0749760000000008,0.024976000000003752
1.124976000000005,0.024976000000003752
1.1749760000000022,0.024976000000003752
1.2249760000000065,0.024976000000003752
1.2749760000000037,0.024976000000003752
1.3249760000000008,0.024976000000003752
1.374976000000005,0.024976000000003752
1.4249760000000022,0.024976000000003752
1.4749760000000065,0.024976000000003752
1.5249760000000037,0.024976000000003752
1.5749760000000008,0.024976000000003752
1.624976000000005,0.024976000000003752
1.6749760000000022,0.024976000000003752
1.7249760000000065,0.024976000000003752
1.7749760000000037,0.024976000000003752
1.8249760000000008,0.024976000000003752
1.874976000000005,0.024976000000003752
1.9249760000000022,0.024976000000003752
1.9749760000000065,0.024976000000003752
2.0249760000000037,0.024976000000003752
2.074976000000001,0.024976000000003752
2.124976000000005,0.024976000000003752
2.1749760000000022,0.024976000000003752
2.2249760000000065,0.024976000000003752
2.2749760000000037,0.024976000000003752
2.324976000000001,0.024976000000003752
2.324976000000001,0.0749760000000009
2.324976000000001,0.12497600000000517
2.324976000000001,0.17497600000000232
2.324976000000001,0.2249760000000066
2.324976000000001,0.2749760000000038
2.324976000000001,0.32497600000000093
2.324976000000001,0.3749760000000052
2.324976000000001,0.42497600000000235
2.324976000000001,0.4749760000000066
2.324976000000001,0.5249760000000038
2.324976000000001,0.5749760000000009
2.324976000000001,0.6249760000000052
2.324976000000001,0.6749760000000024
2.324976000000001,0.7249760000000066
2.324976000000001,0.7749760000000038
2.324976000000001,0.8249760000000009
2.324976000000001,0.8749760000000052
2.324976000000001,0.9249760000000024
2.324976000000001,0.9749760000000066
2.324976000000001,1.0249760000000037
2.324976000000001,1.0749760000000008
2.324976000000001,1.124976000000005
2.324976000000001,1.1749760000000022
2.324976000000001,1.2249760000000065
2.324976000000001,1.2749760000000037
2.324976000000001,1.3249760000000008
2.324976000000001,1.374976000000005
2.324976000000001,1.4249760000000022
2.324976000000001,1.4749760000000065
2.324976000000001,1.5249760000000037
2.324976000000001,1.5749760000000008
2.324976000000001,1.624976000000005
2.324976000000001,1.6749760000000022
2.324976000000001,1.7249760000000065
2.324976000000001,1.7749760000000037
2.324976000000001,1.8249760000000008
2.324976000000001,1.874976000000005
2.324976000000001,1.9249760000000022
2.324976000000001,1.9749760000000065
2.324976000000001,2.0249760000000037
2.324976000000001,2.074976000000001
2.324976000000001,2.124976000000005
2.324976000000001,2.1749760000000022
2.324976000000001,2.2249760000000065
2.324976000000001,2.2749760000000037
2.324976000000001,2.324976000000001
2.324976000000001,2.374976000000005
2.324976000000001,2.4249760000000022
2.324976000000001,2.4749760000000065
2.324976000000001,2.5249760000000037
2.324976000000001,2.574976000000001
2.324976000000001,2.624976000000005
2.324976000000001,2.6749760000000022
2.324976000000001,2.7249760000000065
2.324976000000001,2.7749760000000037
2.324976000000001,2.824976000000001
2.324976000000001,2.874976000000005
2.324976000000001,2.9249760000000022
2.324976000000001,2.9749760000000065
2.324976000000001,3.0249760000000037
2.324976000000001,3.074976000000001
2.324976000000001,3.124976000000005
2.324976000000001,3.1749760000000022
2.324976000000001,3.2249760000000065
2.324976000000001,3.2749760000000037
2.324976000000001,3.324976000000001
2.324976000000001,3.374976000000005
2.324976000000001,3.4249760000000022
2.324976000000001,3.4749760000000065
2.324976000000001,3.5249760000000037
2.324976000000001,3.574976000000001
2.324976000000001,3.624976000000005
2.324976000000001,3.6749760000000022
2.324976000000001,3.7249760000000065
2.324976000000001,3.7749760000000037
2.324976000000001,3.824976000000001
2.324976000000001,3.874976000000005
2.324976000000001,3.9249760000000022
